Country Name,"Year","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by non-communicable diseases (% of total)","Health expenditure per capita (current US$)","Health expenditure, public (% of government expenditure)","Risk of catastrophic expenditure for surgical care (% of people at risk)","Immunization, BCG (% of one-year-old children)","Diarrhea treatment (% of children under 5 who received ORS packet)","Tuberculosis death rate (per 100,000 people)","ARI treatment (% of children under 5 taken to a health provider)"
Central African Republic,"2012","73","20.1","17.01594078","10.5066313","NA","74","NA","51","NA"
Central African Republic,"2013","NA","NA","12.53258889","15.51645354","NA","37","NA","46","NA"
Central African Republic,"2014","NA","NA","15.5874302","14.16568905","75","74","NA","48","NA"
"Hong Kong SAR, China","2005","NA","NA","NA","NA","NA","NA","NA","3.6","NA"
"Hong Kong SAR, China","2006","NA","NA","NA","NA","NA","NA","NA","3.9","NA"
"Hong Kong SAR, China","2007","NA","NA","NA","NA","NA","NA","NA","3.3","NA"
"Hong Kong SAR, China","2008","NA","NA","NA","NA","NA","NA","NA","3.2","NA"
"Hong Kong SAR, China","2009","NA","NA","NA","NA","NA","NA","NA","2.9","NA"
"Hong Kong SAR, China","2010","NA","NA","NA","NA","NA","NA","NA","2.7","NA"
"Hong Kong SAR, China","2011","NA","NA","NA","NA","NA","NA","NA","2.6","NA"
"Hong Kong SAR, China","2012","NA","NA","NA","NA","NA","NA","NA","2.8","NA"
"Hong Kong SAR, China","2013","NA","NA","NA","NA","NA","NA","NA","2.6","NA"
"Hong Kong SAR, China","2014","NA","NA","NA","NA","NA","NA","NA","2.5","NA"
Northern Mariana Islands,"2005","NA","NA","NA","NA","NA","NA","NA","7","NA"
Northern Mariana Islands,"2006","NA","NA","NA","NA","NA","NA","NA","6.7","NA"
Northern Mariana Islands,"2007","NA","NA","NA","NA","NA","NA","NA","6.5","NA"
Northern Mariana Islands,"2008","NA","NA","NA","NA","NA","NA","NA","6.4","NA"
Northern Mariana Islands,"2009","NA","NA","NA","NA","NA","NA","NA","6.1","NA"
Northern Mariana Islands,"2010","NA","NA","NA","NA","NA","NA","NA","5.9","NA"
Northern Mariana Islands,"2011","NA","NA","NA","NA","NA","NA","NA","5.7","NA"
Northern Mariana Islands,"2012","NA","NA","NA","NA","NA","NA","NA","5.4","NA"
Northern Mariana Islands,"2013","NA","NA","NA","NA","NA","NA","NA","5.2","NA"
Northern Mariana Islands,"2014","NA","NA","NA","NA","NA","NA","NA","5","NA"
West Bank and Gaza,"2005","NA","NA","NA","NA","NA","NA","NA","0.37","NA"
West Bank and Gaza,"2006","NA","NA","NA","NA","NA","NA","NA","0.28","NA"
West Bank and Gaza,"2007","NA","NA","NA","NA","NA","NA","NA","0.4","NA"
West Bank and Gaza,"2008","NA","NA","NA","NA","NA","NA","NA","0.21","NA"
West Bank and Gaza,"2009","NA","NA","NA","NA","NA","NA","NA","0.2","NA"
West Bank and Gaza,"2010","NA","NA","NA","NA","NA","NA","31.4","0.24","64.8"
West Bank and Gaza,"2011","NA","NA","NA","NA","NA","NA","NA","0.19","NA"
West Bank and Gaza,"2012","NA","NA","NA","NA","NA","NA","NA","0.18","NA"
West Bank and Gaza,"2013","NA","NA","NA","NA","NA","NA","NA","0.18","NA"
West Bank and Gaza,"2014","NA","NA","NA","NA","NA","NA","31.5","0.17","76.5"
,"","","","","","","","","",""
,"","","","","","","","","",""
,"","","","","","","","","",""
Data from database: Health Nutrition and Population Statistics,"","","","","","","","","",""
